"No.","Time","Source","Destination","Protocol","Length","Info"
"3249","47.590421","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=748 Win=908 Len=0"
"3250","47.590753","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=748 Ack=1 Win=255 Len=1"
"3251","47.590805","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=749 Win=907 Len=0"
"3252","47.591551","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=748 Ack=1 Win=255 Len=1"
"3253","47.591639","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=749 Win=908 Len=0"
"3254","47.591885","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=749 Ack=1 Win=255 Len=1"
"3255","47.591935","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=750 Win=907 Len=0"
"3256","47.592676","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=749 Ack=1 Win=255 Len=1"
"3257","47.592763","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=750 Win=908 Len=0"
"3258","47.592999","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=750 Ack=1 Win=255 Len=1"
"3259","47.593042","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=751 Win=907 Len=0"
"3260","47.593800","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=750 Ack=1 Win=255 Len=1"
"3261","47.593886","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=751 Win=908 Len=0"
"3262","47.594158","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=751 Ack=1 Win=255 Len=1"
"3263","47.594198","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=752 Win=907 Len=0"
"3264","47.594762","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=751 Ack=1 Win=255 Len=1"
"3265","47.594851","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=752 Win=908 Len=0"
"3266","47.595052","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=752 Ack=1 Win=255 Len=1"
"3267","47.595086","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=753 Win=907 Len=0"
"3268","47.595551","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=752 Ack=1 Win=255 Len=1"
"3269","47.595636","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=753 Win=908 Len=0"
"3270","47.595796","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=753 Ack=1 Win=255 Len=1"
"3271","47.595829","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=754 Win=907 Len=0"
"3272","47.596335","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=753 Ack=1 Win=255 Len=1"
"3273","47.596426","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=754 Win=908 Len=0"
"3274","47.596692","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=754 Ack=1 Win=255 Len=1"
"3275","47.596720","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=755 Win=907 Len=0"
"3276","47.597187","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=754 Ack=1 Win=255 Len=1"
"3277","47.597279","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=755 Win=908 Len=0"
"3278","47.597522","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=755 Ack=1 Win=255 Len=1"
"3279","47.597561","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=756 Win=907 Len=0"
"3280","47.597978","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=755 Ack=1 Win=255 Len=1"
"3281","47.598071","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=756 Win=908 Len=0"
"3282","47.598297","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=756 Ack=1 Win=255 Len=1"
"3283","47.598322","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=757 Win=907 Len=0"
"3284","47.598786","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=756 Ack=1 Win=255 Len=1"
"3285","47.598882","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=757 Win=908 Len=0"
"3286","47.601577","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=757 Ack=1 Win=255 Len=1"
"3287","47.601613","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=758 Win=907 Len=0"
"3288","47.602019","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=757 Ack=1 Win=255 Len=1"
"3289","47.602125","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=758 Win=908 Len=0"
"3290","47.701382","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=758 Ack=1 Win=255 Len=1"
"3291","47.701416","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=759 Win=907 Len=0"
"3292","48.467583","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=759 Ack=1 Win=255 Len=1"
"3293","48.467619","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=760 Win=907 Len=0"
"3294","48.468068","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=758 Ack=1 Win=255 Len=1"
"3295","48.468183","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=759 Win=908 Len=0"
"3296","48.468430","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=759 Ack=1 Win=255 Len=1"
"3297","48.468536","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=760 Win=908 Len=0"
"3298","48.469066","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=760 Ack=1 Win=255 Len=1"
"3299","48.469130","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=761 Win=907 Len=0"
"3300","48.469382","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=760 Ack=1 Win=255 Len=1"
"3301","48.469424","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=761 Ack=1 Win=255 Len=1"
"3302","48.469442","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=761 Win=908 Len=0"
"3303","48.469470","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=762 Win=907 Len=0"
"3304","48.469727","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=761 Ack=1 Win=255 Len=1"
"3305","48.469834","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=762 Win=908 Len=0"
"3306","48.469853","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=762 Ack=1 Win=255 Len=1"
"3307","48.469883","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=763 Win=907 Len=0"
"3308","48.470251","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=762 Ack=1 Win=255 Len=1"
"3309","48.470363","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=763 Win=908 Len=0"
"3310","48.472220","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=763 Ack=1 Win=255 Len=1"
"3311","48.472300","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=764 Win=907 Len=0"
"3312","48.472966","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=763 Ack=1 Win=255 Len=1"
"3313","48.473072","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=764 Win=908 Len=0"
"3314","48.473480","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=764 Ack=1 Win=255 Len=1"
"3315","48.473561","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=765 Win=907 Len=0"
"3316","48.474347","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=764 Ack=1 Win=255 Len=1"
"3317","48.474452","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=765 Win=908 Len=0"
"3318","48.475236","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=765 Ack=1 Win=255 Len=1"
"3319","48.475299","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=766 Win=907 Len=0"
"3320","48.475834","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=765 Ack=1 Win=255 Len=1"
"3321","48.475940","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=766 Win=908 Len=0"
"3322","48.476802","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=766 Ack=1 Win=255 Len=1"
"3323","48.476858","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=767 Win=906 Len=0"
"3324","48.477340","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=766 Ack=1 Win=255 Len=1"
"3325","48.477435","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=767 Win=908 Len=0"
"3326","48.478313","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=767 Ack=1 Win=255 Len=1"
"3327","48.478386","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=768 Win=906 Len=0"
"3328","48.478775","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=767 Ack=1 Win=255 Len=1"
"3329","48.478869","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=768 Win=908 Len=0"
"3330","48.479498","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=768 Ack=1 Win=255 Len=1"
"3331","48.479576","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=769 Win=906 Len=0"
"3332","48.480266","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=768 Ack=1 Win=255 Len=1"
"3333","48.480354","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=769 Win=908 Len=0"
"3334","48.480959","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=769 Ack=1 Win=255 Len=1"
"3335","48.481015","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=770 Win=906 Len=0"
"3336","48.481469","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=769 Ack=1 Win=255 Len=1"
"3337","48.481558","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=770 Win=908 Len=0"
"3338","48.481895","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=770 Ack=1 Win=255 Len=1"
"3339","48.481970","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=771 Win=906 Len=0"
"3340","48.482690","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=770 Ack=1 Win=255 Len=1"
"3341","48.482782","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=771 Win=908 Len=0"
"3342","48.491934","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=771 Ack=1 Win=255 Len=1"
"3343","48.491988","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=772 Win=906 Len=0"
"3344","48.492405","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=771 Ack=1 Win=255 Len=1"
"3345","48.492503","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=772 Win=908 Len=0"
"3346","48.493117","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=772 Ack=1 Win=255 Len=1"
"3347","48.493171","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=773 Win=906 Len=0"
"3348","48.493578","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=772 Ack=1 Win=255 Len=1"
"3349","48.493676","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=773 Win=908 Len=0"
"3350","48.494074","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=773 Ack=1 Win=255 Len=1"
"3351","48.494115","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=774 Win=906 Len=0"
"3352","48.494642","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=773 Ack=1 Win=255 Len=1"
"3353","48.494737","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=774 Win=908 Len=0"
"3354","48.499858","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=774 Ack=1 Win=255 Len=1"
"3355","48.499901","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=775 Win=906 Len=0"
"3356","48.500461","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=774 Ack=1 Win=255 Len=1"
"3357","48.500559","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=775 Win=908 Len=0"
"3358","48.501054","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=775 Ack=1 Win=255 Len=1"
"3359","48.501085","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=776 Win=906 Len=0"
"3360","48.501569","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=775 Ack=1 Win=255 Len=1"
"3361","48.501670","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=776 Win=908 Len=0"
"3362","48.502300","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=776 Ack=1 Win=255 Len=1"
"3363","48.502334","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=777 Win=906 Len=0"
"3364","48.503004","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=776 Ack=1 Win=255 Len=1"
"3365","48.503091","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=777 Win=908 Len=0"
"3366","48.503575","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=777 Ack=1 Win=255 Len=1"
"3367","48.503618","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=778 Win=906 Len=0"
"3368","48.504028","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=777 Ack=1 Win=255 Len=1"
"3369","48.504112","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=778 Win=908 Len=0"
"3370","48.504326","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=778 Ack=1 Win=255 Len=1"
"3371","48.504355","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=779 Win=906 Len=0"
"3372","48.504786","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=778 Ack=1 Win=255 Len=1"
"3373","48.504870","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=779 Win=908 Len=0"
"3374","48.507620","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=779 Ack=1 Win=255 Len=1"
"3375","48.507655","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=780 Win=906 Len=0"
"3376","48.507973","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=779 Ack=1 Win=255 Len=1"
"3377","48.508069","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=780 Win=908 Len=0"
"3378","48.508373","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=780 Ack=1 Win=255 Len=1"
"3379","48.508422","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=781 Win=906 Len=0"
"3380","48.508697","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=780 Ack=1 Win=255 Len=1"
"3381","48.508780","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=781 Win=908 Len=0"
"3382","48.508885","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=781 Ack=1 Win=255 Len=1"
"3383","48.508904","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=782 Win=906 Len=0"
"3384","48.509309","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=781 Ack=1 Win=255 Len=1"
"3385","48.509399","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=782 Win=908 Len=0"
"3386","48.511504","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=782 Ack=1 Win=255 Len=1"
"3387","48.511533","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=783 Win=906 Len=0"
"3388","48.511827","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=782 Ack=1 Win=255 Len=1"
"3389","48.511920","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=783 Win=908 Len=0"
"3390","48.512174","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=783 Ack=1 Win=255 Len=1"
"3391","48.512197","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=784 Win=906 Len=0"
"3392","48.512447","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=783 Ack=1 Win=255 Len=1"
"3393","48.512535","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=784 Win=908 Len=0"
"3394","48.512724","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=784 Ack=1 Win=255 Len=1"
"3395","48.512749","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=785 Win=906 Len=0"
"3396","48.513082","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=784 Ack=1 Win=255 Len=1"
"3397","48.513165","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=785 Win=908 Len=0"
"3398","48.513341","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=785 Ack=1 Win=255 Len=1"
"3399","48.513359","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=786 Win=906 Len=0"
"3400","48.513550","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=785 Ack=1 Win=255 Len=1"
"3401","48.513631","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=786 Win=908 Len=0"
"3402","48.513821","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=786 Ack=1 Win=255 Len=1"
"3403","48.513838","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=787 Win=906 Len=0"
"3404","48.514042","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=786 Ack=1 Win=255 Len=1"
"3405","48.514123","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=787 Win=908 Len=0"
"3406","48.514306","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=787 Ack=1 Win=255 Len=1"
"3407","48.514322","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=788 Win=906 Len=0"
"3408","48.514503","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=787 Ack=1 Win=255 Len=1"
"3409","48.514583","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=788 Win=908 Len=0"
"3410","48.514652","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=788 Ack=1 Win=255 Len=1"
"3411","48.514668","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=789 Win=906 Len=0"
"3412","48.515002","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=788 Ack=1 Win=255 Len=1"
"3413","48.515083","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=789 Win=908 Len=0"
"3414","48.515404","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=789 Ack=1 Win=255 Len=1"
"3415","48.515428","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=790 Win=906 Len=0"
"3416","48.515771","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=789 Ack=1 Win=255 Len=1"
"3417","48.515902","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=790 Win=908 Len=0"
"3418","48.516124","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=790 Ack=1 Win=255 Len=1"
"3419","48.516197","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=791 Win=906 Len=0"
"3420","48.516364","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=790 Ack=1 Win=255 Len=1"
"3421","48.516493","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=791 Win=908 Len=0"
"3422","48.516698","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=791 Ack=1 Win=255 Len=1"
"3423","48.516728","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=792 Win=906 Len=0"
"3424","48.516887","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=791 Ack=1 Win=255 Len=1"
"3425","48.517014","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=792 Win=908 Len=0"
"3426","48.517270","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=792 Ack=1 Win=255 Len=1"
"3427","48.517301","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=793 Win=906 Len=0"
"3428","48.517574","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=792 Ack=1 Win=255 Len=1"
"3429","48.517706","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=793 Win=908 Len=0"
"3430","48.517917","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=793 Ack=1 Win=255 Len=1"
"3431","48.517945","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=794 Win=906 Len=0"
"3432","48.518106","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=793 Ack=1 Win=255 Len=1"
"3433","48.518233","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=794 Win=908 Len=0"
"3434","48.518450","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=794 Ack=1 Win=255 Len=1"
"3435","48.518479","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=795 Win=906 Len=0"
"3436","48.518745","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=794 Ack=1 Win=255 Len=1"
"3437","48.518872","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=795 Win=908 Len=0"
"3438","48.519193","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=795 Ack=1 Win=255 Len=1"
"3439","48.519260","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=796 Win=906 Len=0"
"3440","48.519638","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=795 Ack=1 Win=255 Len=1"
"3441","48.519766","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=796 Win=908 Len=0"
"3442","48.520003","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=796 Ack=1 Win=255 Len=1"
"3443","48.520069","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=797 Win=906 Len=0"
"3444","48.520300","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=796 Ack=1 Win=255 Len=1"
"3445","48.520427","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=797 Win=908 Len=0"
"3446","48.520845","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=797 Ack=1 Win=255 Len=1"
"3447","48.520878","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=798 Win=906 Len=0"
"3448","48.521118","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=797 Ack=1 Win=255 Len=1"
"3449","48.521244","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=798 Win=908 Len=0"
"3450","48.521562","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=798 Ack=1 Win=255 Len=1"
